question_id,topic,question_text,choices,nb_choices,answer,answer_ET,answers_community,nb_comments,url,page
116,1,Which of the following describes a scenario in which a data engineer will want to use a single-node cluster?,"A. When they are working interactively with a small amount of data
B. When they are running automated reports to be refreshed as quickly as possible
C. When they are working with SQL within Databricks SQL
D. When they are concerned about the ability to automatically scale with larger data
E. When they are manually running reports with a large amount of data",5,A,A,A (100%),4,https://www.examtopics.com/discussions/databricks/view/124125-exam-certified-data-engineer-associate-topic-1-question-49/,24
117,1,Which of the following describes the storage organization of a Delta table?,"A. Delta tables are stored in a single file that contains data, history, metadata, and other attributes.
B. Delta tables store their data in a single file and all metadata in a collection of files in a separate location.
C. Delta tables are stored in a collection of files that contain data, history, metadata, and other attributes.
D. Delta tables are stored in a collection of files that contain only the data stored within the table.
E. Delta tables are stored in a single file that contains only the data stored within the table.",5,C,C,C (100%),20,https://www.examtopics.com/discussions/databricks/view/104735-exam-certified-data-engineer-associate-topic-1-question-5/,24
118,1,"A data engineer has been given a new record of data:

id STRING = 'a1'
rank INTEGER = 6
rating FLOAT = 9.4

Which of the following SQL commands can be used to append the new record to an existing Delta table my_table?","A. INSERT INTO my_table VALUES ('a1', 6, 9.4)
B. my_table UNION VALUES ('a1', 6, 9.4)
C. INSERT VALUES ( 'a1' , 6, 9.4) INTO my_table
D. UPDATE my_table VALUES ('a1', 6, 9.4)
E. UPDATE VALUES ('a1', 6, 9.4) my_table",5,A,A,A (100%),5,https://www.examtopics.com/discussions/databricks/view/124370-exam-certified-data-engineer-associate-topic-1-question-50/,24
119,1,"A data engineer has realized that the data files associated with a Delta table are incredibly small. They want to compact the small files to form larger files to improve performance.

Which of the following keywords can be used to compact the small files?","A. REDUCE
B. OPTIMIZE
C. COMPACTION
D. REPARTITION
E. VACUUM",5,B,B,B (100%),8,https://www.examtopics.com/discussions/databricks/view/124126-exam-certified-data-engineer-associate-topic-1-question-51/,24
120,1,In which of the following file formats is data from Delta Lake tables primarily stored?,"A. Delta
B. CSV
C. Parquet
D. JSON
E. A proprietary, optimized format specific to Databricks",5,C,C,C (92%) | 8%,9,https://www.examtopics.com/discussions/databricks/view/124287-exam-certified-data-engineer-associate-topic-1-question-52/,24
121,1,Which of the following is stored in the Databricks customer's cloud account?,"A. Databricks web application
B. Cluster management metadata
C. Repos
D. Data
E. Notebooks",5,D,D,D (100%),6,https://www.examtopics.com/discussions/databricks/view/124286-exam-certified-data-engineer-associate-topic-1-question-53/,25
122,1,Which of the following can be used to simplify and unify siloed data architectures that are specialized for specific use cases?,"A. None of these
B. Data lake
C. Data warehouse
D. All of these
E. Data lakehouse",5,E,E,E (100%),3,https://www.examtopics.com/discussions/databricks/view/124127-exam-certified-data-engineer-associate-topic-1-question-54/,25
123,1,"A data architect has determined that a table of the following format is necessary:

//IMG//


Which of the following code blocks uses SQL DDL commands to create an empty Delta table in the above format regardless of whether a table already exists with this name?","A. 
B. 
C. 
D. 
E. ",5,E,E,E (86%) | 14%,8,https://www.examtopics.com/discussions/databricks/view/124291-exam-certified-data-engineer-associate-topic-1-question-55/,25
124,1,"A data engineer has a Python notebook in Databricks, but they need to use SQL to accomplish a specific task within a cell. They still want all of the other cells to use Python without making any changes to those cells.

Which of the following describes how the data engineer can use SQL within a cell of their Python notebook?","A. It is not possible to use SQL in a Python notebook
B. They can attach the cell to a SQL endpoint rather than a Databricks cluster
C. They can simply write SQL syntax in the cell
D. They can add %sql to the first line of the cell
E. They can change the default language of the notebook to SQL",5,D,D,D (100%),5,https://www.examtopics.com/discussions/databricks/view/124290-exam-certified-data-engineer-associate-topic-1-question-56/,25
125,1,Which of the following SQL keywords can be used to convert a table from a long format to a wide format?,"A. TRANSFORM
B. PIVOT
C. SUM
D. CONVERT
E. WHERE",5,B,B,B (100%),6,https://www.examtopics.com/discussions/databricks/view/124289-exam-certified-data-engineer-associate-topic-1-question-57/,25
126,1,Which of the following describes a benefit of creating an external table from Parquet rather than CSV when using a CREATE TABLE AS SELECT statement?,"A. Parquet files can be partitioned
B. CREATE TABLE AS SELECT statements cannot be used on files
C. Parquet files have a well-defined schema
D. Parquet files have the ability to be optimized
E. Parquet files will become Delta tables",5,C,C,C (88%) | 6%,13,https://www.examtopics.com/discussions/databricks/view/124209-exam-certified-data-engineer-associate-topic-1-question-58/,26
127,1,"A data engineer wants to create a relational object by pulling data from two tables. The relational object does not need to be used by other data engineers in other sessions. In order to save on storage costs, the data engineer wants to avoid copying and storing physical data.

Which of the following relational objects should the data engineer create?","A. Spark SQL Table
B. View
C. Database
D. Temporary view
E. Delta Table",5,D,D,D (100%),6,https://www.examtopics.com/discussions/databricks/view/124293-exam-certified-data-engineer-associate-topic-1-question-59/,26
128,1,Which of the following code blocks will remove the rows where the value in column age is greater than 25 from the existing Delta table my_table and save the updated table?,"A. SELECT * FROM my_table WHERE age > 25;
B. UPDATE my_table WHERE age > 25;
C. DELETE FROM my_table WHERE age > 25;
D. UPDATE my_table WHERE age <= 25;
E. DELETE FROM my_table WHERE age <= 25;",5,C,C,C (95%) | 5%,22,https://www.examtopics.com/discussions/databricks/view/104736-exam-certified-data-engineer-associate-topic-1-question-6/,26
129,1,"A data analyst has developed a query that runs against Delta table. They want help from the data engineering team to implement a series of tests to ensure the data returned by the query is clean. However, the data engineering team uses Python for its tests rather than SQL.

Which of the following operations could the data engineering team use to run the query and operate with the results in PySpark?","A. SELECT * FROM sales
B. spark.delta.table
C. spark.sql
D. There is no way to share data between PySpark and SQL.
E. spark.table",5,C,C,C (80%) | E (20%),3,https://www.examtopics.com/discussions/databricks/view/124128-exam-certified-data-engineer-associate-topic-1-question-60/,26
130,1,Which of the following commands will return the number of null values in the member_id column?,"A. SELECT count(member_id) FROM my_table;
B. SELECT count(member_id) - count_null(member_id) FROM my_table;
C. SELECT count_if(member_id IS NULL) FROM my_table;
D. SELECT null(member_id) FROM my_table;
E. SELECT count_null(member_id) FROM my_table;",5,C,C,C (100%),5,https://www.examtopics.com/discussions/databricks/view/124129-exam-certified-data-engineer-associate-topic-1-question-61/,26
131,1,"A data engineer needs to apply custom logic to identify employees with more than 5 years of experience in array column employees in table stores. The custom logic should create a new column exp_employees that is an array of all of the employees with more than 5 years of experience for each row. In order to apply this custom logic at scale, the data engineer wants to use the FILTER higher-order function.

Which of the following code blocks successfully completes this task?","A. 
B. 
C. 
D. 
E. ",5,A,A,A (100%),5,https://www.examtopics.com/discussions/databricks/view/124294-exam-certified-data-engineer-associate-topic-1-question-62/,27
132,1,"A data engineer has a Python variable table_name that they would like to use in a SQL query. They want to construct a Python code block that will run the query using table_name.

They have the following incomplete code block:

____(f""SELECT customer_id, spend FROM {table_name}"")

Which of the following can be used to fill in the blank to successfully complete the task?","A. spark.delta.sql
B. spark.delta.table
C. spark.table
D. dbutils.sql
E. spark.sql",5,E,E,E (100%),4,https://www.examtopics.com/discussions/databricks/view/124295-exam-certified-data-engineer-associate-topic-1-question-63/,27
133,1,"A data engineer has created a new database using the following command:

CREATE DATABASE IF NOT EXISTS customer360;

In which of the following locations will the customer360 database be located?","A. dbfs:/user/hive/database/customer360
B. dbfs:/user/hive/warehouse
C. dbfs:/user/hive/customer360
D. More information is needed to determine the correct response
E. dbfs:/user/hive/database",5,B,B,B (75%) | D (25%),16,https://www.examtopics.com/discussions/databricks/view/124130-exam-certified-data-engineer-associate-topic-1-question-64/,27
134,1,"A data engineer is attempting to drop a Spark SQL table my_table and runs the following command:

DROP TABLE IF EXISTS my_table;

After running this command, the engineer notices that the data files and metadata files have been deleted from the file system.

Which of the following describes why all of these files were deleted?","A. The table was managed
B. The table's data was smaller than 10 GB
C. The table's data was larger than 10 GB
D. The table was external
E. The table did not have a location",5,A,A,A (100%),5,https://www.examtopics.com/discussions/databricks/view/124296-exam-certified-data-engineer-associate-topic-1-question-65/,27
135,1,"A data engineer that is new to using Python needs to create a Python function to add two integers together and return the sum?

Which of the following code blocks can the data engineer use to complete this task?","A. 
B. 
C. 
D. 
E. ",5,D,D,D (100%),6,https://www.examtopics.com/discussions/databricks/view/124297-exam-certified-data-engineer-associate-topic-1-question-66/,27
136,1,In which of the following scenarios should a data engineer use the MERGE INTO command instead of the INSERT INTO command?,"A. When the location of the data needs to be changed
B. When the target table is an external table
C. When the source table can be deleted
D. When the target table cannot contain duplicate records
E. When the source is not a Delta table",5,D,D,D (100%),5,https://www.examtopics.com/discussions/databricks/view/124298-exam-certified-data-engineer-associate-topic-1-question-67/,28
137,1,"A data engineer is working with two tables. Each of these tables is displayed below in its entirety.

//IMG//


The data engineer runs the following query to join these tables together:

//IMG//


Which of the following will be returned by the above query?","A. 
B. 
C. 
D. 
E. ",5,C,C,C (100%),13,https://www.examtopics.com/discussions/databricks/view/124091-exam-certified-data-engineer-associate-topic-1-question-68/,28
138,1,"A data engineer needs to create a table in Databricks using data from a CSV file at location /path/to/csv.

They run the following command:

//IMG//


Which of the following lines of code fills in the above blank to successfully complete the task?","A. None of these lines of code are needed to successfully complete the task
B. USING CSV
C. FROM CSV
D. USING DELTA
E. FROM ""path/to/csv""",5,B,B,B (100%),6,https://www.examtopics.com/discussions/databricks/view/124133-exam-certified-data-engineer-associate-topic-1-question-69/,28
139,1,"A data engineer has realized that they made a mistake when making a daily update to a table. They need to use Delta time travel to restore the table to a version that is 3 days old. However, when the data engineer attempts to time travel to the older version, they are unable to restore the data because the data files have been deleted.
Which of the following explains why the data files are no longer present?","A. The VACUUM command was run on the table
B. The TIME TRAVEL command was run on the table
C. The DELETE HISTORY command was run on the table
D. The OPTIMIZE command was nun on the table
E. The HISTORY command was run on the table",5,A,A,A (100%),36,https://www.examtopics.com/discussions/databricks/view/104051-exam-certified-data-engineer-associate-topic-1-question-7/,28
140,1,"A data engineer has configured a Structured Streaming job to read from a table, manipulate the data, and then perform a streaming write into a new table.

The code block used by the data engineer is below:

//IMG//


If the data engineer only wants the query to process all of the available data in as many batches as required, which of the following lines of code should the data engineer use to fill in the blank?","A. processingTime(1)
B. trigger(availableNow=True)
C. trigger(parallelBatch=True)
D. trigger(processingTime=""once"")
E. trigger(continuous=""once"")",5,B,B,B (100%),7,https://www.examtopics.com/discussions/databricks/view/124299-exam-certified-data-engineer-associate-topic-1-question-70/,28
141,1,"A data engineer has developed a data pipeline to ingest data from a JSON source using Auto Loader, but the engineer has not provided any type inference or schema hints in their pipeline. Upon reviewing the data, the data engineer has noticed that all of the columns in the target table are of the string type despite some of the fields only including float or boolean values.

Which of the following describes why Auto Loader inferred all of the columns to be of the string type?","A. There was a type mismatch between the specific schema and the inferred schema
B. JSON data is a text-based format
C. Auto Loader only works with string data
D. All of the fields had at least one null value
E. Auto Loader cannot infer the schema of ingested data",5,B,B,B (100%),4,https://www.examtopics.com/discussions/databricks/view/124300-exam-certified-data-engineer-associate-topic-1-question-71/,29
142,1,"A Delta Live Table pipeline includes two datasets defined using STREAMING LIVE TABLE. Three datasets are defined against Delta Lake table sources using LIVE TABLE.

The table is configured to run in Development mode using the Continuous Pipeline Mode.

Assuming previously unprocessed data exists and all definitions are valid, what is the expected outcome after clicking Start to update the pipeline?","A. All datasets will be updated once and the pipeline will shut down. The compute resources will be terminated.
B. All datasets will be updated at set intervals until the pipeline is shut down. The compute resources will persist until the pipeline is shut down.
C. All datasets will be updated once and the pipeline will persist without any processing. The compute resources will persist but go unused.
D. All datasets will be updated once and the pipeline will shut down. The compute resources will persist to allow for additional testing.
E. All datasets will be updated at set intervals until the pipeline is shut down. The compute resources will persist to allow for additional testing.",5,E,E,E (68%) | B (26%) | 5%,15,https://www.examtopics.com/discussions/databricks/view/124177-exam-certified-data-engineer-associate-topic-1-question-72/,29
143,1,Which of the following data workloads will utilize a Gold table as its source?,"A. A job that enriches data by parsing its timestamps into a human-readable format
B. A job that aggregates uncleaned data to create standard summary statistics
C. A job that cleans data by removing malformatted records
D. A job that queries aggregated data designed to feed into a dashboard
E. A job that ingests raw data from a streaming source into the Lakehouse",5,D,D,D (100%),3,https://www.examtopics.com/discussions/databricks/view/124301-exam-certified-data-engineer-associate-topic-1-question-73/,29
144,1,Which of the following must be specified when creating a new Delta Live Tables pipeline?,"A. A key-value pair configuration
B. The preferred DBU/hour cost
C. A path to cloud storage location for the written data
D. A location of a target database for the written data
E. At least one notebook library to be executed",5,E,E,E (69%) | C (31%),17,https://www.examtopics.com/discussions/databricks/view/124135-exam-certified-data-engineer-associate-topic-1-question-74/,29
145,1,"A data engineer has joined an existing project and they see the following query in the project repository:

CREATE STREAMING LIVE TABLE loyal_customers AS

SELECT customer_id -
FROM STREAM(LIVE.customers)
WHERE loyalty_level = 'high';

Which of the following describes why the STREAM function is included in the query?","A. The STREAM function is not needed and will cause an error.
B. The table being created is a live table.
C. The customers table is a streaming live table.
D. The customers table is a reference to a Structured Streaming query on a PySpark DataFrame.
E. The data in the customers table has been updated since its last run.",5,C,C,C (75%) | D (25%),7,https://www.examtopics.com/discussions/databricks/view/124304-exam-certified-data-engineer-associate-topic-1-question-75/,29
146,1,Which of the following describes the type of workloads that are always compatible with Auto Loader?,"A. Streaming workloads
B. Machine learning workloads
C. Serverless workloads
D. Batch workloads
E. Dashboard workloads",5,A,A,A (100%),5,https://www.examtopics.com/discussions/databricks/view/124305-exam-certified-data-engineer-associate-topic-1-question-76/,30
147,1,"A data engineer and data analyst are working together on a data pipeline. The data engineer is working on the raw, bronze, and silver layers of the pipeline using Python, and the data analyst is working on the gold layer of the pipeline using SQL. The raw source of the pipeline is a streaming input. They now want to migrate their pipeline to use Delta Live Tables.

Which of the following changes will need to be made to the pipeline when migrating to Delta Live Tables?","A. None of these changes will need to be made
B. The pipeline will need to stop using the medallion-based multi-hop architecture
C. The pipeline will need to be written entirely in SQL
D. The pipeline will need to use a batch source in place of a streaming source
E. The pipeline will need to be written entirely in Python",5,A,A,A (51%) | D (49%),22,https://www.examtopics.com/discussions/databricks/view/124306-exam-certified-data-engineer-associate-topic-1-question-77/,30
148,1,"A data engineer is using the following code block as part of a batch ingestion pipeline to read from a composable table:

//IMG//


Which of the following changes needs to be made so this code block will work when the transactions table is a stream source?","A. Replace predict with a stream-friendly prediction function
B. Replace schema(schema) with option (""maxFilesPerTrigger"", 1)
C. Replace ""transactions"" with the path to the location of the Delta table
D. Replace format(""delta"") with format(""stream"")
E. Replace spark.read with spark.readStream",5,E,E,E (100%),4,https://www.examtopics.com/discussions/databricks/view/124307-exam-certified-data-engineer-associate-topic-1-question-78/,30
149,1,Which of the following queries is performing a streaming hop from raw data to a Bronze table?,"A. 
B. 
C. 
D. 
E. ",5,E,E,E (100%),5,https://www.examtopics.com/discussions/databricks/view/125329-exam-certified-data-engineer-associate-topic-1-question-79/,30
150,1,Which of the following Git operations must be performed outside of Databricks Repos?,"A. Commit
B. Pull
C. Push
D. Clone
E. Merge",5,E,E,E (66%) | D (34%),32,https://www.examtopics.com/discussions/databricks/view/104737-exam-certified-data-engineer-associate-topic-1-question-8/,30
151,1,"A dataset has been defined using Delta Live Tables and includes an expectations clause:

CONSTRAINT valid_timestamp EXPECT (timestamp > '2020-01-01') ON VIOLATION FAIL UPDATE

What is the expected behavior when a batch of data containing data that violates these constraints is processed?","A. Records that violate the expectation are dropped from the target dataset and recorded as invalid in the event log.
B. Records that violate the expectation cause the job to fail.
C. Records that violate the expectation are dropped from the target dataset and loaded into a quarantine table.
D. Records that violate the expectation are added to the target dataset and recorded as invalid in the event log.
E. Records that violate the expectation are added to the target dataset and flagged as invalid in a field added to the target dataset.",5,B,B,B (100%),5,https://www.examtopics.com/discussions/databricks/view/124308-exam-certified-data-engineer-associate-topic-1-question-80/,31
152,1,Which of the following statements regarding the relationship between Silver tables and Bronze tables is always true?,"A. Silver tables contain a less refined, less clean view of data than Bronze data.
B. Silver tables contain aggregates while Bronze data is unaggregated.
C. Silver tables contain more data than Bronze tables.
D. Silver tables contain a more refined and cleaner view of data than Bronze tables.
E. Silver tables contain less data than Bronze tables.",5,D,D,D (100%),4,https://www.examtopics.com/discussions/databricks/view/124309-exam-certified-data-engineer-associate-topic-1-question-81/,31
153,1,"A data engineering team has noticed that their Databricks SQL queries are running too slowly when they are submitted to a non-running SQL endpoint. The data engineering team wants this issue to be resolved.

Which of the following approaches can the team use to reduce the time it takes to return results in this scenario?","A. They can turn on the Serverless feature for the SQL endpoint and change the Spot Instance Policy to ""Reliability Optimized.""
B. They can turn on the Auto Stop feature for the SQL endpoint.
C. They can increase the cluster size of the SQL endpoint.
D. They can turn on the Serverless feature for the SQL endpoint.
E. They can increase the maximum bound of the SQL endpoint's scaling range.",5,D,D,D (72%) | C (21%) | 7%,10,https://www.examtopics.com/discussions/databricks/view/124310-exam-certified-data-engineer-associate-topic-1-question-82/,31
154,1,"A data engineer has a Job that has a complex run schedule, and they want to transfer that schedule to other Jobs.

Rather than manually selecting each value in the scheduling form in Databricks, which of the following tools can the data engineer use to represent and submit the schedule programmatically?","A. pyspark.sql.types.DateType
B. datetime
C. pyspark.sql.types.TimestampType
D. Cron syntax
E. There is no way to represent and submit this information programmatically",5,D,D,D (100%),4,https://www.examtopics.com/discussions/databricks/view/124311-exam-certified-data-engineer-associate-topic-1-question-83/,31
155,1,Which of the following approaches should be used to send the Databricks Job owner an email in the case that the Job fails?,"A. Manually programming in an alert system in each cell of the Notebook
B. Setting up an Alert in the Job page
C. Setting up an Alert in the Notebook
D. There is no way to notify the Job owner in the case of Job failure
E. MLflow Model Registry Webhooks",5,B,B,B (100%),3,https://www.examtopics.com/discussions/databricks/view/124312-exam-certified-data-engineer-associate-topic-1-question-84/,31
156,1,"An engineering manager uses a Databricks SQL query to monitor ingestion latency for each data source. The manager checks the results of the query every day, but they are manually rerunning the query each day and waiting for the results.

Which of the following approaches can the manager use to ensure the results of the query are updated each day?","A. They can schedule the query to refresh every 1 day from the SQL endpoint's page in Databricks SQL.
B. They can schedule the query to refresh every 12 hours from the SQL endpoint's page in Databricks SQL.
C. They can schedule the query to refresh every 1 day from the query's page in Databricks SQL.
D. They can schedule the query to run every 1 day from the Jobs UI.
E. They can schedule the query to run every 12 hours from the Jobs UI.",5,C,C,C (100%),5,https://www.examtopics.com/discussions/databricks/view/124344-exam-certified-data-engineer-associate-topic-1-question-85/,32
157,1,In which of the following scenarios should a data engineer select a Task in the Depends On field of a new Databricks Job Task?,"A. When another task needs to be replaced by the new task
B. When another task needs to fail before the new task begins
C. When another task has the same dependency libraries as the new task
D. When another task needs to use as little compute resources as possible
E. When another task needs to successfully complete before the new task begins",5,E,E,E (100%),3,https://www.examtopics.com/discussions/databricks/view/124345-exam-certified-data-engineer-associate-topic-1-question-86/,32
158,1,"A data engineer has been using a Databricks SQL dashboard to monitor the cleanliness of the input data to a data analytics dashboard for a retail use case. The job has a Databricks SQL query that returns the number of store-level records where sales is equal to zero. The data engineer wants their entire team to be notified via a messaging webhook whenever this value is greater than 0.

Which of the following approaches can the data engineer use to notify their entire team via a messaging webhook whenever the number of stores with $0 in sales is greater than zero?","A. They can set up an Alert with a custom template.
B. They can set up an Alert with a new email alert destination.
C. They can set up an Alert with one-time notifications.
D. They can set up an Alert with a new webhook alert destination.
E. They can set up an Alert without notifications.",5,D,D,D (100%),3,https://www.examtopics.com/discussions/databricks/view/124346-exam-certified-data-engineer-associate-topic-1-question-87/,32
159,1,"A data engineer wants to schedule their Databricks SQL dashboard to refresh every hour, but they only want the associated SQL endpoint to be running when it is necessary. The dashboard has multiple queries on multiple datasets associated with it. The data that feeds the dashboard is automatically processed using a Databricks Job.

Which of the following approaches can the data engineer use to minimize the total running time of the SQL endpoint used in the refresh schedule of their dashboard?","A. They can turn on the Auto Stop feature for the SQL endpoint.
B. They can ensure the dashboard's SQL endpoint is not one of the included query's SQL endpoint.
C. They can reduce the cluster size of the SQL endpoint.
D. They can ensure the dashboard's SQL endpoint matches each of the queries' SQL endpoints.
E. They can set up the dashboard's SQL endpoint to be serverless.",5,A,A,A (86%) | 14%,6,https://www.examtopics.com/discussions/databricks/view/124178-exam-certified-data-engineer-associate-topic-1-question-88/,32
160,1,"A data engineer needs access to a table new_table, but they do not have the correct permissions. They can ask the table owner for permission, but they do not know who the table owner is.

Which of the following approaches can be used to identify the owner of new_table?","A. Review the Permissions tab in the table's page in Data Explorer
B. All of these options can be used to identify the owner of the table
C. Review the Owner field in the table's page in Data Explorer
D. Review the Owner field in the table's page in the cloud storage solution
E. There is no way to identify the owner of the table",5,C,C,C (100%),3,https://www.examtopics.com/discussions/databricks/view/124362-exam-certified-data-engineer-associate-topic-1-question-89/,32
161,1,Which of the following data lakehouse features results in improved data quality over a traditional data lake?,"A. A data lakehouse provides storage solutions for structured and unstructured data.
B. A data lakehouse supports ACID-compliant transactions.
C. A data lakehouse allows the use of SQL queries to examine data.
D. A data lakehouse stores data in open formats.
E. A data lakehouse enables machine learning and artificial Intelligence workloads.",5,B,B,B (100%),32,https://www.examtopics.com/discussions/databricks/view/104743-exam-certified-data-engineer-associate-topic-1-question-9/,33
162,1,"A new data engineering team team has been assigned to an ELT project. The new data engineering team will need full privileges on the table sales to fully manage the project.

Which of the following commands can be used to grant full permissions on the database to the new data engineering team?","A. GRANT ALL PRIVILEGES ON TABLE sales TO team;
B. GRANT SELECT CREATE MODIFY ON TABLE sales TO team;
C. GRANT SELECT ON TABLE sales TO team;
D. GRANT USAGE ON TABLE sales TO team;
E. GRANT ALL PRIVILEGES ON TABLE team TO sales;",5,A,A,A (100%),5,https://www.examtopics.com/discussions/databricks/view/124373-exam-certified-data-engineer-associate-topic-1-question-90/,33
163,1,Which data lakehouse feature results in improved data quality over a traditional data lake?,"A. A data lakehouse stores data in open formats.
B. A data lakehouse allows the use of SQL queries to examine data.
C. A data lakehouse provides storage solutions for structured and unstructured data.
D. A data lakehouse supports ACID-compliant transactions.",4,D,D,D (100%),2,https://www.examtopics.com/discussions/databricks/view/142524-exam-certified-data-engineer-associate-topic-1-question-91/,33
164,1,In which scenario will a data team want to utilize cluster pools?,"A. An automated report needs to be version-controlled across multiple collaborators.
B. An automated report needs to be runnable by all stakeholders.
C. An automated report needs to be refreshed as quickly as possible.
D. An automated report needs to be made reproducible.",4,C,C,C (100%),2,https://www.examtopics.com/discussions/databricks/view/141229-exam-certified-data-engineer-associate-topic-1-question-92/,33
165,1,What is hosted completely in the control plane of the classic Databricks architecture?,"A. Worker node
B. Databricks web application
C. Driver node
D. Databricks Filesystem",4,B,B,B (100%),2,https://www.examtopics.com/discussions/databricks/view/145563-exam-certified-data-engineer-associate-topic-1-question-93/,33
166,1,"A data engineer needs to determine whether to use the built-in Databricks Notebooks versioning or version their project using Databricks Repos.

What is an advantage of using Databricks Repos over the Databricks Notebooks versioning?","A. Databricks Repos allows users to revert to previous versions of a notebook
B. Databricks Repos is wholly housed within the Databricks Data Intelligence Platform
C. Databricks Repos provides the ability to comment on specific changes
D. Databricks Repos supports the use of multiple branches",4,D,D,D (100%),2,https://www.examtopics.com/discussions/databricks/view/147886-exam-certified-data-engineer-associate-topic-1-question-94/,34
167,1,What is a benefit of the Databricks Lakehouse Architecture embracing open source technologies?,"A. Avoiding vendor lock-in
B. Simplified governance
C. Ability to scale workloads
D. Cloud-specific integrations",4,A,A,A (100%),2,https://www.examtopics.com/discussions/databricks/view/145564-exam-certified-data-engineer-associate-topic-1-question-95/,34
168,1,"A data engineer needs to use a Delta table as part of a data pipeline, but they do not know if they have the appropriate permissions.

In which location can the data engineer review their permissions on the table?","A. Jobs
B. Dashboards
C. Catalog Explorer
D. Repos",4,C,C,C (100%),2,https://www.examtopics.com/discussions/databricks/view/145566-exam-certified-data-engineer-associate-topic-1-question-96/,34
169,1,"A data engineer is running code in a Databricks Repo that is cloned from a central Git repository. A colleague of the data engineer informs them that changes have been made and synced to the central Git repository. The data engineer now needs to sync their Databricks Repo to get the changes from the central Git repository.

Which Git operation does the data engineer need to run to accomplish this task?","A. Clone
B. Pull
C. Merge
D. Push",4,B,B,B (100%),2,https://www.examtopics.com/discussions/databricks/view/141230-exam-certified-data-engineer-associate-topic-1-question-97/,34
170,1,Which file format is used for storing Delta Lake Table?,"A. CSV
B. Parquet
C. JSON
D. Delta",4,B,B,B (100%),4,https://www.examtopics.com/discussions/databricks/view/140894-exam-certified-data-engineer-associate-topic-1-question-98/,34
171,1,"A data architect has determined that a table of the following format is necessary:

//IMG//


Which code block is used by SQL DDL command to create an empty Delta table in the above format regardless of whether a table already exists with this name?","A. CREATE OR REPLACE TABLE table_name ( employeeId STRING, startDate DATE, avgRating FLOAT )
B. CREATE OR REPLACE TABLE table_name WITH COLUMNS ( employeeId STRING, startDate DATE, avgRating FLOAT ) USING DELTA
C. CREATE TABLE IF NOT EXISTS table_name ( employeeId STRING, startDate DATE, avgRating FLOAT )
D. CREATE TABLE table_name AS SELECT employeeId STRING, startDate DATE, avgRating FLOAT",4,A,A,A (100%),3,https://www.examtopics.com/discussions/databricks/view/141231-exam-certified-data-engineer-associate-topic-1-question-99/,35
